sequence_id,asset_id,lbw,split,sequence_index,start_timestamp,end_timestamp,start_timeline_index,end_timeline_index,row_count
NZDCAD__lbw_252__train__00003904,NZDCAD,252,train,57,2022-10-12T00:00:00,2023-01-09T00:00:00,3904,3966,63
NZDCAD__lbw_252__train__00003967,NZDCAD,252,train,58,2023-01-10T00:00:00,2023-04-06T00:00:00,3967,4029,63
NZDCAD__lbw_252__train__00004030,NZDCAD,252,train,59,2023-04-07T00:00:00,2023-07-04T00:00:00,4030,4092,63
NZDCAD__lbw_252__train__00004093,NZDCAD,252,train,60,2023-07-05T00:00:00,2023-09-29T00:00:00,4093,4155,63
NZDCAD__lbw_252__train__00004156,NZDCAD,252,train,61,2023-10-02T00:00:00,2023-12-28T00:00:00,4156,4218,63
NZDCAD__lbw_252__train__00004219,NZDCAD,252,train,62,2023-12-29T00:00:00,2024-03-27T00:00:00,4219,4281,63
NZDCAD__lbw_252__validation__00004329,NZDCAD,252,validation,0,2024-06-03T00:00:00,2024-08-28T00:00:00,4329,4391,63
NZDCAD__lbw_252__validation__00004392,NZDCAD,252,validation,1,2024-08-29T00:00:00,2024-11-25T00:00:00,4392,4454,63
NZDCAD__lbw_252__validation__00004455,NZDCAD,252,validation,2,2024-11-26T00:00:00,2025-02-24T00:00:00,4455,4517,63
NZDCAD__lbw_252__validation__00004518,NZDCAD,252,validation,3,2025-02-25T00:00:00,2025-05-22T00:00:00,4518,4580,63
NZDCAD__lbw_252__validation__00004581,NZDCAD,252,validation,4,2025-05-23T00:00:00,2025-08-19T00:00:00,4581,4643,63
NZDCAD__lbw_252__validation__00004644,NZDCAD,252,validation,5,2025-08-20T00:00:00,2025-11-14T00:00:00,4644,4706,63
NZDCAD__lbw_252__validation__00004707,NZDCAD,252,validation,6,2025-11-17T00:00:00,2026-02-13T00:00:00,4707,4769,63
NZDCHF__lbw_252__train__00000313,NZDCHF,252,train,0,2008-11-04T00:00:00,2009-02-02T00:00:00,313,375,63
NZDCHF__lbw_252__train__00000376,NZDCHF,252,train,1,2009-02-03T00:00:00,2009-04-30T00:00:00,376,438,63
NZDCHF__lbw_252__train__00000439,NZDCHF,252,train,2,2009-05-01T00:00:00,2009-07-28T00:00:00,439,501,63
NZDCHF__lbw_252__train__00000502,NZDCHF,252,train,3,2009-07-29T00:00:00,2009-10-23T00:00:00,502,564,63
NZDCHF__lbw_252__train__00000565,NZDCHF,252,train,4,2009-10-26T00:00:00,2010-01-22T00:00:00,565,627,63
NZDCHF__lbw_252__train__00000628,NZDCHF,252,train,5,2010-01-25T00:00:00,2010-04-21T00:00:00,628,690,63
NZDCHF__lbw_252__train__00000691,NZDCHF,252,train,6,2010-04-22T00:00:00,2010-07-19T00:00:00,691,753,63
NZDCHF__lbw_252__train__00000754,NZDCHF,252,train,7,2010-07-20T00:00:00,2010-10-14T00:00:00,754,816,63
NZDCHF__lbw_252__train__00000817,NZDCHF,252,train,8,2010-10-15T00:00:00,2011-01-11T00:00:00,817,879,63
NZDCHF__lbw_252__train__00000880,NZDCHF,252,train,9,2011-01-12T00:00:00,2011-04-08T00:00:00,880,942,63
NZDCHF__lbw_252__train__00000943,NZDCHF,252,train,10,2011-04-11T00:00:00,2011-07-06T00:00:00,943,1005,63
NZDCHF__lbw_252__train__00001006,NZDCHF,252,train,11,2011-07-07T00:00:00,2011-10-03T00:00:00,1006,1068,63
NZDCHF__lbw_252__train__00001069,NZDCHF,252,train,12,2011-10-04T00:00:00,2011-12-29T00:00:00,1069,1131,63
NZDCHF__lbw_252__train__00001132,NZDCHF,252,train,13,2011-12-30T00:00:00,2012-03-27T00:00:00,1132,1194,63
NZDCHF__lbw_252__train__00001195,NZDCHF,252,train,14,2012-03-28T00:00:00,2012-06-22T00:00:00,1195,1257,63
NZDCHF__lbw_252__train__00001258,NZDCHF,252,train,15,2012-06-25T00:00:00,2012-09-24T00:00:00,1258,1320,63
NZDCHF__lbw_252__train__00001321,NZDCHF,252,train,16,2012-09-25T00:00:00,2012-12-20T00:00:00,1321,1383,63
NZDCHF__lbw_252__train__00001384,NZDCHF,252,train,17,2012-12-21T00:00:00,2013-03-20T00:00:00,1384,1446,63
NZDCHF__lbw_252__train__00001447,NZDCHF,252,train,18,2013-03-21T00:00:00,2013-06-17T00:00:00,1447,1509,63
NZDCHF__lbw_252__train__00001510,NZDCHF,252,train,19,2013-06-18T00:00:00,2013-09-12T00:00:00,1510,1572,63
NZDCHF__lbw_252__train__00001573,NZDCHF,252,train,20,2013-09-13T00:00:00,2013-12-10T00:00:00,1573,1635,63
NZDCHF__lbw_252__train__00001636,NZDCHF,252,train,21,2013-12-11T00:00:00,2014-03-10T00:00:00,1636,1698,63
NZDCHF__lbw_252__train__00001699,NZDCHF,252,train,22,2014-03-11T00:00:00,2014-06-05T00:00:00,1699,1761,63
NZDCHF__lbw_252__train__00001762,NZDCHF,252,train,23,2014-06-06T00:00:00,2014-09-02T00:00:00,1762,1824,63
NZDCHF__lbw_252__train__00001825,NZDCHF,252,train,24,2014-09-03T00:00:00,2014-11-28T00:00:00,1825,1887,63
NZDCHF__lbw_252__train__00001888,NZDCHF,252,train,25,2014-12-01T00:00:00,2015-02-27T00:00:00,1888,1950,63
NZDCHF__lbw_252__train__00001951,NZDCHF,252,train,26,2015-03-02T00:00:00,2015-05-27T00:00:00,1951,2013,63
NZDCHF__lbw_252__train__00002014,NZDCHF,252,train,27,2015-05-28T00:00:00,2015-08-24T00:00:00,2014,2076,63
NZDCHF__lbw_252__train__00002077,NZDCHF,252,train,28,2015-08-25T00:00:00,2015-11-19T00:00:00,2077,2139,63
NZDCHF__lbw_252__train__00002140,NZDCHF,252,train,29,2015-11-20T00:00:00,2016-02-18T00:00:00,2140,2202,63
NZDCHF__lbw_252__train__00002203,NZDCHF,252,train,30,2016-02-19T00:00:00,2016-05-17T00:00:00,2203,2265,63
NZDCHF__lbw_252__train__00002266,NZDCHF,252,train,31,2016-05-18T00:00:00,2016-08-12T00:00:00,2266,2328,63
NZDCHF__lbw_252__train__00002329,NZDCHF,252,train,32,2016-08-15T00:00:00,2016-11-09T00:00:00,2329,2391,63
NZDCHF__lbw_252__train__00002392,NZDCHF,252,train,33,2016-11-10T00:00:00,2017-02-06T00:00:00,2392,2454,63
NZDCHF__lbw_252__train__00002455,NZDCHF,252,train,34,2017-02-07T00:00:00,2017-05-11T00:00:00,2455,2517,63
NZDCHF__lbw_252__train__00002518,NZDCHF,252,train,35,2017-05-12T00:00:00,2017-08-08T00:00:00,2518,2580,63
NZDCHF__lbw_252__train__00002581,NZDCHF,252,train,36,2017-08-09T00:00:00,2017-11-03T00:00:00,2581,2643,63
NZDCHF__lbw_252__train__00002644,NZDCHF,252,train,37,2017-11-06T00:00:00,2018-02-02T00:00:00,2644,2706,63
NZDCHF__lbw_252__train__00002707,NZDCHF,252,train,38,2018-02-05T00:00:00,2018-05-02T00:00:00,2707,2769,63
NZDCHF__lbw_252__train__00002770,NZDCHF,252,train,39,2018-05-03T00:00:00,2018-07-30T00:00:00,2770,2832,63
NZDCHF__lbw_252__train__00002833,NZDCHF,252,train,40,2018-07-31T00:00:00,2018-10-25T00:00:00,2833,2895,63
NZDCHF__lbw_252__train__00002896,NZDCHF,252,train,41,2018-10-26T00:00:00,2019-01-24T00:00:00,2896,2958,63
NZDCHF__lbw_252__train__00002959,NZDCHF,252,train,42,2019-01-25T00:00:00,2019-04-23T00:00:00,2959,3021,63
NZDCHF__lbw_252__train__00003022,NZDCHF,252,train,43,2019-04-24T00:00:00,2019-07-19T00:00:00,3022,3084,63
NZDCHF__lbw_252__train__00003085,NZDCHF,252,train,44,2019-07-22T00:00:00,2019-10-16T00:00:00,3085,3147,63
NZDCHF__lbw_252__train__00003148,NZDCHF,252,train,45,2019-10-17T00:00:00,2020-01-15T00:00:00,3148,3210,63
NZDCHF__lbw_252__train__00003211,NZDCHF,252,train,46,2020-01-16T00:00:00,2020-04-13T00:00:00,3211,3273,63
NZDCHF__lbw_252__train__00003274,NZDCHF,252,train,47,2020-04-14T00:00:00,2020-07-09T00:00:00,3274,3336,63
NZDCHF__lbw_252__train__00003337,NZDCHF,252,train,48,2020-07-10T00:00:00,2020-10-06T00:00:00,3337,3399,63
NZDCHF__lbw_252__train__00003400,NZDCHF,252,train,49,2020-10-07T00:00:00,2021-01-05T00:00:00,3400,3462,63
NZDCHF__lbw_252__train__00003463,NZDCHF,252,train,50,2021-01-06T00:00:00,2021-04-02T00:00:00,3463,3525,63
NZDCHF__lbw_252__train__00003526,NZDCHF,252,train,51,2021-04-05T00:00:00,2021-06-30T00:00:00,3526,3588,63
NZDCHF__lbw_252__train__00003589,NZDCHF,252,train,52,2021-07-01T00:00:00,2021-09-27T00:00:00,3589,3651,63
NZDCHF__lbw_252__train__00003652,NZDCHF,252,train,53,2021-09-28T00:00:00,2021-12-23T00:00:00,3652,3714,63
NZDCHF__lbw_252__train__00003715,NZDCHF,252,train,54,2021-12-24T00:00:00,2022-03-22T00:00:00,3715,3777,63
NZDCHF__lbw_252__train__00003778,NZDCHF,252,train,55,2022-03-23T00:00:00,2022-06-17T00:00:00,3778,3840,63
NZDCHF__lbw_252__train__00003841,NZDCHF,252,train,56,2022-06-20T00:00:00,2022-09-14T00:00:00,3841,3903,63
NZDCHF__lbw_252__train__00003904,NZDCHF,252,train,57,2022-09-15T00:00:00,2022-12-12T00:00:00,3904,3966,63
NZDCHF__lbw_252__train__00003967,NZDCHF,252,train,58,2022-12-13T00:00:00,2023-03-10T00:00:00,3967,4029,63
NZDCHF__lbw_252__train__00004030,NZDCHF,252,train,59,2023-03-13T00:00:00,2023-06-07T00:00:00,4030,4092,63
NZDCHF__lbw_252__train__00004093,NZDCHF,252,train,60,2023-06-08T00:00:00,2023-09-04T00:00:00,4093,4155,63
NZDCHF__lbw_252__train__00004156,NZDCHF,252,train,61,2023-09-05T00:00:00,2023-11-30T00:00:00,4156,4218,63
NZDCHF__lbw_252__train__00004219,NZDCHF,252,train,62,2023-12-01T00:00:00,2024-02-29T00:00:00,4219,4281,63
NZDCHF__lbw_252__train__00004282,NZDCHF,252,train,63,2024-03-01T00:00:00,2024-05-28T00:00:00,4282,4344,63
NZDCHF__lbw_252__validation__00004346,NZDCHF,252,validation,0,2024-05-30T00:00:00,2024-08-26T00:00:00,4346,4408,63
NZDCHF__lbw_252__validation__00004409,NZDCHF,252,validation,1,2024-08-27T00:00:00,2024-11-21T00:00:00,4409,4471,63
NZDCHF__lbw_252__validation__00004472,NZDCHF,252,validation,2,2024-11-22T00:00:00,2025-02-20T00:00:00,4472,4534,63
NZDCHF__lbw_252__validation__00004535,NZDCHF,252,validation,3,2025-02-21T00:00:00,2025-05-20T00:00:00,4535,4597,63
NZDCHF__lbw_252__validation__00004598,NZDCHF,252,validation,4,2025-05-21T00:00:00,2025-08-15T00:00:00,4598,4660,63
NZDCHF__lbw_252__validation__00004661,NZDCHF,252,validation,5,2025-08-18T00:00:00,2025-11-12T00:00:00,4661,4723,63
NZDCHF__lbw_252__validation__00004724,NZDCHF,252,validation,6,2025-11-13T00:00:00,2026-02-11T00:00:00,4724,4786,63
NZDJPY__lbw_252__train__00000313,NZDJPY,252,train,0,2008-04-28T00:00:00,2008-07-23T00:00:00,313,375,63
NZDJPY__lbw_252__train__00000376,NZDJPY,252,train,1,2008-07-24T00:00:00,2008-10-20T00:00:00,376,438,63
NZDJPY__lbw_252__train__00000439,NZDJPY,252,train,2,2008-10-21T00:00:00,2009-01-19T00:00:00,439,501,63
NZDJPY__lbw_252__train__00000502,NZDJPY,252,train,3,2009-01-20T00:00:00,2009-04-16T00:00:00,502,564,63
NZDJPY__lbw_252__train__00000565,NZDJPY,252,train,4,2009-04-17T00:00:00,2009-07-14T00:00:00,565,627,63
NZDJPY__lbw_252__train__00000628,NZDJPY,252,train,5,2009-07-15T00:00:00,2009-10-09T00:00:00,628,690,63
NZDJPY__lbw_252__train__00000691,NZDJPY,252,train,6,2009-10-12T00:00:00,2010-01-08T00:00:00,691,753,63
NZDJPY__lbw_252__train__00000754,NZDJPY,252,train,7,2010-01-11T00:00:00,2010-04-07T00:00:00,754,816,63
NZDJPY__lbw_252__train__00000817,NZDJPY,252,train,8,2010-04-08T00:00:00,2010-07-05T00:00:00,817,879,63
NZDJPY__lbw_252__train__00000880,NZDJPY,252,train,9,2010-07-06T00:00:00,2010-09-30T00:00:00,880,942,63
NZDJPY__lbw_252__train__00000943,NZDJPY,252,train,10,2010-10-01T00:00:00,2010-12-28T00:00:00,943,1005,63
NZDJPY__lbw_252__train__00001006,NZDJPY,252,train,11,2010-12-29T00:00:00,2011-03-25T00:00:00,1006,1068,63
NZDJPY__lbw_252__train__00001069,NZDJPY,252,train,12,2011-03-28T00:00:00,2011-06-22T00:00:00,1069,1131,63
NZDJPY__lbw_252__train__00001132,NZDJPY,252,train,13,2011-06-23T00:00:00,2011-09-19T00:00:00,1132,1194,63
NZDJPY__lbw_252__train__00001195,NZDJPY,252,train,14,2011-09-20T00:00:00,2011-12-15T00:00:00,1195,1257,63
NZDJPY__lbw_252__train__00001258,NZDJPY,252,train,15,2011-12-16T00:00:00,2012-03-13T00:00:00,1258,1320,63
NZDJPY__lbw_252__train__00001321,NZDJPY,252,train,16,2012-03-14T00:00:00,2012-06-08T00:00:00,1321,1383,63
NZDJPY__lbw_252__train__00001384,NZDJPY,252,train,17,2012-06-11T00:00:00,2012-09-05T00:00:00,1384,1446,63
NZDJPY__lbw_252__train__00001447,NZDJPY,252,train,18,2012-09-06T00:00:00,2012-12-03T00:00:00,1447,1509,63
NZDJPY__lbw_252__train__00001510,NZDJPY,252,train,19,2012-12-04T00:00:00,2013-03-01T00:00:00,1510,1572,63
NZDJPY__lbw_252__train__00001573,NZDJPY,252,train,20,2013-03-04T00:00:00,2013-05-29T00:00:00,1573,1635,63
NZDJPY__lbw_252__train__00001636,NZDJPY,252,train,21,2013-05-30T00:00:00,2013-08-26T00:00:00,1636,1698,63
NZDJPY__lbw_252__train__00001699,NZDJPY,252,train,22,2013-08-27T00:00:00,2013-11-21T00:00:00,1699,1761,63
NZDJPY__lbw_252__train__00001762,NZDJPY,252,train,23,2013-11-22T00:00:00,2014-02-19T00:00:00,1762,1824,63
NZDJPY__lbw_252__train__00001825,NZDJPY,252,train,24,2014-02-20T00:00:00,2014-05-19T00:00:00,1825,1887,63
NZDJPY__lbw_252__train__00001888,NZDJPY,252,train,25,2014-05-20T00:00:00,2014-08-14T00:00:00,1888,1950,63
NZDJPY__lbw_252__train__00001951,NZDJPY,252,train,26,2014-08-15T00:00:00,2014-11-11T00:00:00,1951,2013,63
NZDJPY__lbw_252__train__00002014,NZDJPY,252,train,27,2014-11-12T00:00:00,2015-02-10T00:00:00,2014,2076,63
NZDJPY__lbw_252__train__00002077,NZDJPY,252,train,28,2015-02-11T00:00:00,2015-05-08T00:00:00,2077,2139,63
NZDJPY__lbw_252__train__00002140,NZDJPY,252,train,29,2015-05-11T00:00:00,2015-08-05T00:00:00,2140,2202,63
NZDJPY__lbw_252__train__00002203,NZDJPY,252,train,30,2015-08-06T00:00:00,2015-11-02T00:00:00,2203,2265,63
NZDJPY__lbw_252__train__00002266,NZDJPY,252,train,31,2015-11-03T00:00:00,2016-02-01T00:00:00,2266,2328,63
NZDJPY__lbw_252__train__00002329,NZDJPY,252,train,32,2016-02-02T00:00:00,2016-04-28T00:00:00,2329,2391,63
NZDJPY__lbw_252__train__00002392,NZDJPY,252,train,33,2016-04-29T00:00:00,2016-07-26T00:00:00,2392,2454,63
NZDJPY__lbw_252__train__00002455,NZDJPY,252,train,34,2016-07-27T00:00:00,2016-10-21T00:00:00,2455,2517,63
NZDJPY__lbw_252__train__00002518,NZDJPY,252,train,35,2016-10-24T00:00:00,2017-01-18T00:00:00,2518,2580,63
NZDJPY__lbw_252__train__00002581,NZDJPY,252,train,36,2017-01-19T00:00:00,2017-04-17T00:00:00,2581,2643,63
NZDJPY__lbw_252__train__00002644,NZDJPY,252,train,37,2017-04-18T00:00:00,2017-07-13T00:00:00,2644,2706,63
NZDJPY__lbw_252__train__00002707,NZDJPY,252,train,38,2017-07-14T00:00:00,2017-10-10T00:00:00,2707,2769,63
NZDJPY__lbw_252__train__00002770,NZDJPY,252,train,39,2017-10-11T00:00:00,2018-01-09T00:00:00,2770,2832,63
NZDJPY__lbw_252__train__00002833,NZDJPY,252,train,40,2018-01-10T00:00:00,2018-04-06T00:00:00,2833,2895,63
NZDJPY__lbw_252__train__00002896,NZDJPY,252,train,41,2018-04-09T00:00:00,2018-07-04T00:00:00,2896,2958,63
NZDJPY__lbw_252__train__00002959,NZDJPY,252,train,42,2018-07-05T00:00:00,2018-10-01T00:00:00,2959,3021,63
NZDJPY__lbw_252__train__00003022,NZDJPY,252,train,43,2018-10-02T00:00:00,2018-12-28T00:00:00,3022,3084,63
NZDJPY__lbw_252__train__00003085,NZDJPY,252,train,44,2018-12-31T00:00:00,2019-03-28T00:00:00,3085,3147,63
NZDJPY__lbw_252__train__00003148,NZDJPY,252,train,45,2019-03-29T00:00:00,2019-06-25T00:00:00,3148,3210,63
NZDJPY__lbw_252__train__00003211,NZDJPY,252,train,46,2019-06-26T00:00:00,2019-09-20T00:00:00,3211,3273,63
NZDJPY__lbw_252__train__00003274,NZDJPY,252,train,47,2019-09-23T00:00:00,2019-12-18T00:00:00,3274,3336,63
NZDJPY__lbw_252__train__00003337,NZDJPY,252,train,48,2019-12-19T00:00:00,2020-03-18T00:00:00,3337,3399,63
NZDJPY__lbw_252__train__00003400,NZDJPY,252,train,49,2020-03-19T00:00:00,2020-06-15T00:00:00,3400,3462,63
NZDJPY__lbw_252__train__00003463,NZDJPY,252,train,50,2020-06-16T00:00:00,2020-09-10T00:00:00,3463,3525,63
NZDJPY__lbw_252__train__00003526,NZDJPY,252,train,51,2020-09-11T00:00:00,2020-12-08T00:00:00,3526,3588,63
NZDJPY__lbw_252__train__00003589,NZDJPY,252,train,52,2020-12-09T00:00:00,2021-03-09T00:00:00,3589,3651,63
NZDJPY__lbw_252__train__00003652,NZDJPY,252,train,53,2021-03-10T00:00:00,2021-06-04T00:00:00,3652,3714,63
NZDJPY__lbw_252__train__00003715,NZDJPY,252,train,54,2021-06-07T00:00:00,2021-09-01T00:00:00,3715,3777,63
NZDJPY__lbw_252__train__00003778,NZDJPY,252,train,55,2021-09-02T00:00:00,2021-11-29T00:00:00,3778,3840,63
NZDJPY__lbw_252__train__00003841,NZDJPY,252,train,56,2021-11-30T00:00:00,2022-02-24T00:00:00,3841,3903,63
NZDJPY__lbw_252__train__00003904,NZDJPY,252,train,57,2022-02-25T00:00:00,2022-05-24T00:00:00,3904,3966,63
NZDJPY__lbw_252__train__00003967,NZDJPY,252,train,58,2022-05-25T00:00:00,2022-08-19T00:00:00,3967,4029,63
NZDJPY__lbw_252__train__00004030,NZDJPY,252,train,59,2022-08-22T00:00:00,2022-11-16T00:00:00,4030,4092,63
NZDJPY__lbw_252__train__00004093,NZDJPY,252,train,60,2022-11-17T00:00:00,2023-02-14T00:00:00,4093,4155,63
NZDJPY__lbw_252__train__00004156,NZDJPY,252,train,61,2023-02-15T00:00:00,2023-05-12T00:00:00,4156,4218,63
NZDJPY__lbw_252__train__00004219,NZDJPY,252,train,62,2023-05-15T00:00:00,2023-08-09T00:00:00,4219,4281,63
NZDJPY__lbw_252__train__00004282,NZDJPY,252,train,63,2023-08-10T00:00:00,2023-11-06T00:00:00,4282,4344,63
NZDJPY__lbw_252__train__00004345,NZDJPY,252,train,64,2023-11-07T00:00:00,2024-02-05T00:00:00,4345,4407,63
NZDJPY__lbw_252__train__00004408,NZDJPY,252,train,65,2024-02-06T00:00:00,2024-05-02T00:00:00,4408,4470,63
NZDJPY__lbw_252__validation__00004476,NZDJPY,252,validation,0,2024-05-10T00:00:00,2024-08-06T00:00:00,4476,4538,63
NZDJPY__lbw_252__validation__00004539,NZDJPY,252,validation,1,2024-08-07T00:00:00,2024-11-01T00:00:00,4539,4601,63
NZDJPY__lbw_252__validation__00004602,NZDJPY,252,validation,2,2024-11-04T00:00:00,2025-01-31T00:00:00,4602,4664,63
NZDJPY__lbw_252__validation__00004665,NZDJPY,252,validation,3,2025-02-03T00:00:00,2025-04-30T00:00:00,4665,4727,63
NZDJPY__lbw_252__validation__00004728,NZDJPY,252,validation,4,2025-05-01T00:00:00,2025-07-28T00:00:00,4728,4790,63
NZDJPY__lbw_252__validation__00004791,NZDJPY,252,validation,5,2025-07-29T00:00:00,2025-10-23T00:00:00,4791,4853,63
NZDJPY__lbw_252__validation__00004854,NZDJPY,252,validation,6,2025-10-24T00:00:00,2026-01-22T00:00:00,4854,4916,63
NZDUSD__lbw_252__train__00000313,NZDUSD,252,train,0,2001-06-11T00:00:00,2001-09-05T00:00:00,313,375,63
NZDUSD__lbw_252__train__00000376,NZDUSD,252,train,1,2001-09-06T00:00:00,2001-12-03T00:00:00,376,438,63
NZDUSD__lbw_252__train__00000439,NZDUSD,252,train,2,2001-12-04T00:00:00,2002-02-28T00:00:00,439,501,63
NZDUSD__lbw_252__train__00000502,NZDUSD,252,train,3,2002-03-01T00:00:00,2002-05-28T00:00:00,502,564,63
NZDUSD__lbw_252__train__00000565,NZDUSD,252,train,4,2002-05-29T00:00:00,2002-08-23T00:00:00,565,627,63
NZDUSD__lbw_252__train__00000628,NZDUSD,252,train,5,2002-08-26T00:00:00,2002-11-20T00:00:00,628,690,63
NZDUSD__lbw_252__train__00000691,NZDUSD,252,train,6,2002-11-21T00:00:00,2003-02-17T00:00:00,691,753,63
NZDUSD__lbw_252__train__00000754,NZDUSD,252,train,7,2003-02-18T00:00:00,2003-05-15T00:00:00,754,816,63
NZDUSD__lbw_252__train__00000817,NZDUSD,252,train,8,2003-05-16T00:00:00,2003-08-12T00:00:00,817,879,63
NZDUSD__lbw_252__train__00000880,NZDUSD,252,train,9,2003-08-13T00:00:00,2003-11-07T00:00:00,880,942,63
NZDUSD__lbw_252__train__00000943,NZDUSD,252,train,10,2003-11-10T00:00:00,2004-02-04T00:00:00,943,1005,63
NZDUSD__lbw_252__train__00001006,NZDUSD,252,train,11,2004-02-05T00:00:00,2004-05-03T00:00:00,1006,1068,63
NZDUSD__lbw_252__train__00001069,NZDUSD,252,train,12,2004-05-04T00:00:00,2004-07-29T00:00:00,1069,1131,63
NZDUSD__lbw_252__train__00001132,NZDUSD,252,train,13,2004-07-30T00:00:00,2004-10-26T00:00:00,1132,1194,63
NZDUSD__lbw_252__train__00001195,NZDUSD,252,train,14,2004-10-27T00:00:00,2005-01-21T00:00:00,1195,1257,63
NZDUSD__lbw_252__train__00001258,NZDUSD,252,train,15,2005-01-24T00:00:00,2005-04-20T00:00:00,1258,1320,63
NZDUSD__lbw_252__train__00001321,NZDUSD,252,train,16,2005-04-21T00:00:00,2005-07-18T00:00:00,1321,1383,63
NZDUSD__lbw_252__train__00001384,NZDUSD,252,train,17,2005-07-19T00:00:00,2005-10-13T00:00:00,1384,1446,63
NZDUSD__lbw_252__train__00001447,NZDUSD,252,train,18,2005-10-14T00:00:00,2006-01-10T00:00:00,1447,1509,63
NZDUSD__lbw_252__train__00001510,NZDUSD,252,train,19,2006-01-11T00:00:00,2006-04-07T00:00:00,1510,1572,63
NZDUSD__lbw_252__train__00001573,NZDUSD,252,train,20,2006-04-10T00:00:00,2006-07-05T00:00:00,1573,1635,63
NZDUSD__lbw_252__train__00001636,NZDUSD,252,train,21,2006-07-06T00:00:00,2006-10-02T00:00:00,1636,1698,63
NZDUSD__lbw_252__train__00001699,NZDUSD,252,train,22,2006-10-03T00:00:00,2006-12-29T00:00:00,1699,1761,63
NZDUSD__lbw_252__train__00001762,NZDUSD,252,train,23,2007-01-02T00:00:00,2007-03-29T00:00:00,1762,1824,63
NZDUSD__lbw_252__train__00001825,NZDUSD,252,train,24,2007-03-30T00:00:00,2007-06-26T00:00:00,1825,1887,63
NZDUSD__lbw_252__train__00001888,NZDUSD,252,train,25,2007-06-27T00:00:00,2007-09-21T00:00:00,1888,1950,63
NZDUSD__lbw_252__train__00001951,NZDUSD,252,train,26,2007-09-24T00:00:00,2007-12-19T00:00:00,1951,2013,63
NZDUSD__lbw_252__train__00002014,NZDUSD,252,train,27,2007-12-20T00:00:00,2008-03-19T00:00:00,2014,2076,63
NZDUSD__lbw_252__train__00002077,NZDUSD,252,train,28,2008-03-20T00:00:00,2008-06-16T00:00:00,2077,2139,63
NZDUSD__lbw_252__train__00002140,NZDUSD,252,train,29,2008-06-17T00:00:00,2008-09-11T00:00:00,2140,2202,63
NZDUSD__lbw_252__train__00002203,NZDUSD,252,train,30,2008-09-12T00:00:00,2008-12-09T00:00:00,2203,2265,63
NZDUSD__lbw_252__train__00002266,NZDUSD,252,train,31,2008-12-10T00:00:00,2009-03-10T00:00:00,2266,2328,63
NZDUSD__lbw_252__train__00002329,NZDUSD,252,train,32,2009-03-11T00:00:00,2009-06-05T00:00:00,2329,2391,63
NZDUSD__lbw_252__train__00002392,NZDUSD,252,train,33,2009-06-08T00:00:00,2009-09-02T00:00:00,2392,2454,63
NZDUSD__lbw_252__train__00002455,NZDUSD,252,train,34,2009-09-03T00:00:00,2009-11-30T00:00:00,2455,2517,63
NZDUSD__lbw_252__train__00002518,NZDUSD,252,train,35,2009-12-01T00:00:00,2010-03-01T00:00:00,2518,2580,63
NZDUSD__lbw_252__train__00002581,NZDUSD,252,train,36,2010-03-02T00:00:00,2010-05-27T00:00:00,2581,2643,63
NZDUSD__lbw_252__train__00002644,NZDUSD,252,train,37,2010-05-28T00:00:00,2010-08-24T00:00:00,2644,2706,63
NZDUSD__lbw_252__train__00002707,NZDUSD,252,train,38,2010-08-25T00:00:00,2010-11-19T00:00:00,2707,2769,63
NZDUSD__lbw_252__train__00002770,NZDUSD,252,train,39,2010-11-22T00:00:00,2011-02-16T00:00:00,2770,2832,63
NZDUSD__lbw_252__train__00002833,NZDUSD,252,train,40,2011-02-17T00:00:00,2011-05-16T00:00:00,2833,2895,63
NZDUSD__lbw_252__train__00002896,NZDUSD,252,train,41,2011-05-17T00:00:00,2011-08-11T00:00:00,2896,2958,63
NZDUSD__lbw_252__train__00002959,NZDUSD,252,train,42,2011-08-12T00:00:00,2011-11-08T00:00:00,2959,3021,63
NZDUSD__lbw_252__train__00003022,NZDUSD,252,train,43,2011-11-09T00:00:00,2012-02-03T00:00:00,3022,3084,63
NZDUSD__lbw_252__train__00003085,NZDUSD,252,train,44,2012-02-06T00:00:00,2012-05-02T00:00:00,3085,3147,63
NZDUSD__lbw_252__train__00003148,NZDUSD,252,train,45,2012-05-03T00:00:00,2012-07-30T00:00:00,3148,3210,63
NZDUSD__lbw_252__train__00003211,NZDUSD,252,train,46,2012-07-31T00:00:00,2012-10-25T00:00:00,3211,3273,63
NZDUSD__lbw_252__train__00003274,NZDUSD,252,train,47,2012-10-26T00:00:00,2013-01-23T00:00:00,3274,3336,63
NZDUSD__lbw_252__train__00003337,NZDUSD,252,train,48,2013-01-24T00:00:00,2013-04-22T00:00:00,3337,3399,63
NZDUSD__lbw_252__train__00003400,NZDUSD,252,train,49,2013-04-23T00:00:00,2013-07-18T00:00:00,3400,3462,63
NZDUSD__lbw_252__train__00003463,NZDUSD,252,train,50,2013-07-19T00:00:00,2013-10-15T00:00:00,3463,3525,63
NZDUSD__lbw_252__train__00003526,NZDUSD,252,train,51,2013-10-16T00:00:00,2014-01-13T00:00:00,3526,3588,63
NZDUSD__lbw_252__train__00003589,NZDUSD,252,train,52,2014-01-14T00:00:00,2014-04-10T00:00:00,3589,3651,63
NZDUSD__lbw_252__train__00003652,NZDUSD,252,train,53,2014-04-11T00:00:00,2014-07-08T00:00:00,3652,3714,63
